Android 12,Linux aarch64,8,8,Qualcomm,Adreno (TM) 650,393x873,Chrome/112.0.0.0,114.10.137.224,Asia,Indonesia,Special Capital Region of Jakarta,Central Jakarta,PT Indosat Tbk (www.indosat.com),INDOSAT Internet Network Provider,1.4875385 deg,109.3263653 deg,100 m,Not Available,Not Available,Not Available
Android 12,Linux aarch64,8,8,Qualcomm,Adreno (TM) 650,393x873,Chrome/112.0.0.0,114.10.137.224,Asia,Indonesia,Special Capital Region of Jakarta,Central Jakarta,PT Indosat Tbk (www.indosat.com),INDOSAT Internet Network Provider
Android 10,Linux armv81,8,8,Google Inc. (Qualcomm),"ANGLE (Qualcomm, Adreno (TM) 650, OpenGL ES 3.2)",393x873,Chrome/119.0.0.0,114.122.198.21,Asia,Indonesia,South Kalimantan,Banjarmasin,PT. Telekomunikasi Selular (Telkomsel) Indonesia,PT. Telekomunikasi Selular,1.4875366 deg,109.3263635 deg,14.335000038146973 m,Not Available,Not Available,Not Available
Android 10,Linux armv81,8,8,Google Inc. (Qualcomm),"ANGLE (Qualcomm, Adreno (TM) 650, OpenGL ES 3.2)",393x873,Chrome/119.0.0.0,114.10.137.243,Asia,Indonesia,West Kalimantan,Pontianak,PT Indosat Tbk (www.indosat.com),INDOSAT Internet Network Provider,1.487532 deg,109.3263697 deg,20 m,Not Available,Not Available,Not Available
Android 10,Linux armv81,8,8,Google Inc. (Qualcomm),"ANGLE (Qualcomm, Adreno (TM) 650, OpenGL ES 3.2)",393x873,Chrome/119.0.0.0,114.10.137.243,Asia,Indonesia,West Kalimantan,Pontianak,PT Indosat Tbk (www.indosat.com),INDOSAT Internet Network Provider,1.4875347 deg,109.3263647 deg,20 m,Not Available,Not Available,Not Available
Android 10,Linux armv81,8,8,Google Inc. (Qualcomm),"ANGLE (Qualcomm, Adreno (TM) 650, OpenGL ES 3.2)",393x873,Chrome/119.0.0.0,114.10.137.243,Asia,Indonesia,West Kalimantan,Pontianak,PT Indosat Tbk (www.indosat.com),INDOSAT Internet Network Provider,1.4875347 deg,109.3263647 deg,100 m,Not Available,Not Available,Not Available
Android 8.1.0,Linux aarch64,8,2,Imagination Technologies,PowerVR Rogue GE8320,360x760,Chrome/87.0.4280.141,140.213.86.199,Asia,Indonesia,West Kalimantan,Sintang,PT. XL Axiata Tbk,PT XL Axiata,0.0094069 deg,109.1920801 deg,87.5999984741211 m,33.5 m,Not Available,Not Available
